"","Reported.Year","Property.ID..","Commercial.Property..Property.Street.Address","Building.Name","Total.SqFt","Category","Year.Built","kWh.sqft","Percentile.Rank","Received.Date","Site.EUI..kBTU.sqft.","Portfolio.Manager.SqFt","Total.Green.House.Gas.Emissions..MtCO2e.","Portfolio.Manager.Organization","GeoLocation","Submitted.Name.of.Organization","GeoLocation_clean","lat","long"
"1924",2017,"325887","6601 MANACHACE RD, AUSTIN TX, 78745","6601 MANACHACE RD, AUSTIN TX, 78745",5526,"CITY OF AUSTIN","1985",25.47,NA,"",NA,NA,NA,NA,"6601 MANACHACE RD
AUSTIN, TX 78745
(30.206831, -97.805942)","Austin Energy","30.206831, -97.805942",30.206831,-97.805942
"1925",2017,"254021","3001 INDUSTRIAL TER, AUSTIN TX, 78758","3001 INDUSTRIAL TER, AUSTIN TX, 78758",15470,"WAREHOUSE","1980",0.253,50.79,"",NA,NA,NA,NA,"3001 INDUSTRIAL TER
AUSTIN, TX 78758
(30.38, -97.729628)","GASTON BILL ENTERPRISES Inc","30.38, -97.729628",30.38,-97.729628
"1926",2017,"312549","3615 WILLOW SPRINGS RD, AUSTIN TX, 78704","3615 Willow Springs",16215,"WAREHOUSE","1971",NA,NA,"04/25/2017 12:00:00 AM",20,16215,NA,NA,"3615 WILLOW SPRINGS RD
AUSTIN, TX 78704
(30.225576, -97.757966)","Blue Ocean Energy","30.225576, -97.757966",30.225576,-97.757966
"1927",2017,"105436","612 W 4 ST, AUSTIN TX, 78701","612 W 4 ST, AUSTIN TX, 78701",14628,"RESTAURANT\BAR","1961",7.136,9.68,"",NA,NA,NA,NA,"612 W 4 ST
AUSTIN, TX 78701
(30.267972, -97.749861)","WC 4th & Rio Grande LP","30.267972, -97.749861",30.267972,-97.749861
"1928",2017,"456577","6507 JESTER BLVD, AUSTIN TX, 78750","6507 Jester Blvd bldg 3",11560,"RETAIL CENTER","2000",NA,NA,"05/11/2017 12:00:00 AM",NA,11560,NA,NA,"6507 JESTER BLVD
AUSTIN, TX 78750
(30.370209, -97.800817)","Blue Ocean Energy","30.370209, -97.800817",30.370209,-97.800817
"1929",2017,"783941","6104 TECHNI CENTER DR AUSTIN TX 78721","6104 TECHNI CENTER DR AUSTIN TX 78721",20000,"INDUSTRIAL (W/sqft > 3)","1980",21.721,NA,"",NA,NA,NA,NA,"6104 TECHNI CENTER DR
AUSTIN, TX 78721
(30.276153, -97.668999)","Live Oak","30.276153, -97.668999",30.276153,-97.668999
"1930",2017,"295745","4134 FELTER LN Austin TX 78744","4134 Felter",10235,"WAREHOUSE","1975",NA,NA,"05/08/2017 12:00:00 AM",NA,11086,NA,NA,"4134 FELTER LN
Austin, TX 78744
(30.196565, -97.7057)","Blue Ocean Energy","30.196565, -97.7057",30.196565,-97.7057
"1931",2017,"509245","4511 MANCHACA RD, AUSTIN TX, 78745","4511 MANCHACA RD, AUSTIN TX, 78745",10224,"CONGREGATION FACILITY","1977",3.91,4.27,"",NA,NA,NA,NA,"4511 MANCHACA RD
AUSTIN, TX 78745
(30.22752, -97.789859)","Austin Christian Assembly","30.22752, -97.789859",30.22752,-97.789859
"1932",2017,"713932","4301 AIRPORT BLVD, AUSTIN TX, 78722","4301 AIRPORT BLVD, AUSTIN TX, 78722",9465,"CITY OF AUSTIN",".",11.879,NA,"",NA,NA,NA,NA,"4301 AIRPORT BLVD
AUSTIN, TX 78722
(30.297955, -97.708944)","Signature Flight Support","30.297955, -97.708944",30.297955,-97.708944
"1933",2017,"124704","4900 FAIRVIEW DR, AUSTIN TX, 78731","Highland Park",67773,"EDUCATIONAL FACILITY","1952",NA,NA,"04/10/2017 12:00:00 AM",34,67773,NA,NA,"4900 FAIRVIEW DR
AUSTIN, TX 78731
(30.330602, -97.759277)","LPB Energy","30.330602, -97.759277",30.330602,-97.759277
"1934",2017,"196453","6330 HAROLD CT, AUSTIN TX, 78721","6330 HAROLD CT, AUSTIN TX, 78721",60902,"MINI WAREHOUSE","1972",1.097,30.23,"",NA,NA,NA,NA,"6330 HAROLD CT
AUSTIN, TX 78721
(30.267335, -97.671892)","Steelecreek Management, LLC","30.267335, -97.671892",30.267335,-97.671892
"1935",2017,"220934, 223760","6401 N HAMPTON DR, AUSTIN TX, 78723","Capital Plaza",134132,"EDUCATIONAL FACILITY","1958",NA,NA,"05/18/2017 12:00:00 AM",NA,410002,NA,NA,"6401 N HAMPTON DR
AUSTIN, TX 78723
(30.314462, -97.681135)","Cencor Realty Services","30.314462, -97.681135",30.314462,-97.681135
"1936",2017,"462797","5300 RIATA PARK CT, AUSTIN TX, 78727","Parmer Business Park Bldg C",263766,"OFFICE LG > 35000","2000",NA,NA,"04/10/2017 12:00:00 AM",NA,44634,NA,NA,"5300 RIATA PARK CT
AUSTIN, TX 78727
(30.432211, -97.732243)","Blue Ocean Energy","30.432211, -97.732243",30.432211,-97.732243
"1937",2017,"806879","717 E PARMER LN AUSTIN TX 78753","717 E PARMER LN AUSTIN TX 78753",328138,"OFFICE LG > 35000","1999",16.589,NA,"",NA,NA,NA,NA,"717 E PARMER LN
AUSTIN, TX 78753
(30.403167, -97.659381)","Granite Properties of Texas","30.403167, -97.659381",30.403167,-97.659381
"1938",2017,"197028","406 E 11 ST, AUSTIN TX, 78701","406 E 11 ST, AUSTIN TX, 78701",19946,"OFFICE MED 10-35","1957",13.196,35.23,"",NA,NA,NA,NA,"406 E 11 ST
AUSTIN, TX 78701
(30.271595, -97.73699)","Tx Assn of School Adminstrators","30.271595, -97.73699",30.271595,-97.73699
"1939",2017,"208862","2900 MEDICAL ARTS ST, AUSTIN TX, 78705","2900 MEDICAL ARTS ST, AUSTIN TX, 78705",12004,"STORE\GROCERY","1994",13.76,37.41,"",NA,NA,NA,NA,"2900 MEDICAL ARTS ST
AUSTIN, TX 78705
(30.288852, -97.728728)","University of Texas Law School Foundation / University of Texas School of Law","30.288852, -97.728728",30.288852,-97.728728
"1940",2017,"206872","900 E 30TH ST, AUSTIN TX, 78705","900 E 30TH ST, AUSTIN TX, 78705",877118,"MEDICAL FACILITY","1980",32.479,64.15,"",NA,NA,NA,NA,"900 E 30TH ST
AUSTIN, TX 78705
(30.288881, -97.726228)","St. David's South Austin Medical Center","30.288881, -97.726228",30.288881,-97.726228
"1941",2017,"554320","2817 Kentish Drive, Austin, TX 78748","Cowan Elementary",79450,"EDUCATIONAL FACILITY","2000",NA,NA,"04/10/2017 12:00:00 AM",42.2,79450,NA,NA,"2817 Kentish Drive
Austin, TX 78748
(30.18872, -97.831231)","LPB Energy","30.18872, -97.831231",30.18872,-97.831231
"1942",2017,"768307","4117 MCKINNEY FALLS PKWY Austin TX 78744","4117 MCKINNEY FALLS PKWY Austin TX 78744",102744,"WAREHOUSE","2013",7.164,NA,"",NA,NA,NA,NA,"4117 MCKINNEY FALLS PKWY
Austin, TX 78744
(30.194085, -97.69594)","Fed Ex Ground Packaging","30.194085, -97.69594",30.194085,-97.69594
"1943",2017,"464255","6411 BURLESON RD, AUSTIN TX, 78744","6411 BURLESON RD, AUSTIN TX, 78744",124200,"INDUSTRIAL","1997",0.467,46.67,"",NA,NA,NA,NA,"6411 BURLESON RD
AUSTIN, TX 78744
(30.204753, -97.714973)","Endeavor Real Estate Group","30.204753, -97.714973",30.204753,-97.714973
"1944",2017,"291831","4001 DROSSETT DR, AUSTIN TX, 78744","4001 DROSSETT DR, AUSTIN TX, 78744",18020,"INDUSTRIAL","1980",3.957,35,"",NA,NA,NA,NA,"4001 DROSSETT DR
AUSTIN, TX 78744
(30.210055, -97.734033)","Big House Sound","30.210055, -97.734033",30.210055,-97.734033
"1945",2017,"219791","4207 BURNET RD, AUSTIN, TX 78756","4207 BURNET RD, AUSTIN, TX 78756",46815,"DORMITORY\RETIREMENT FACILITY","1988",28.89,91.36,"",NA,NA,NA,NA,"4207 BURNET RD
AUSTIN, TX 78756
(30.312212, -97.74364)","Cornerstone Hospital of Austin","30.312212, -97.74364",30.312212,-97.74364
"1946",2017,"292488","3701 DROSSETT DR, AUSTIN TX, 78744","3701 DROSSETT DR, AUSTIN TX, 78744",42284,"INDUSTRIAL","1986",4.118,37.5,"",NA,NA,NA,NA,"3701 DROSSETT DR
AUSTIN, TX 78744
(30.211695, -97.730583)","Hawkins Family Partners, LP","30.211695, -97.730583",30.211695,-97.730583
"1947",2017,"214783","4001 SPEEDWAY , AUSTIN TX, 78751","4001 SPEEDWAY , AUSTIN TX, 78751",16823,"","",9.082,45.24,"",NA,NA,NA,NA,"4001 SPEEDWAY
AUSTIN, TX 78751
(30.303394, -97.731759)","Hyde Park Baptist Church","30.303394, -97.731759",30.303394,-97.731759
"1948",2017,"232807","8013 CENTRE PARK DR, AUSTIN TX, 78754","8013 CENTRE PARK DR, AUSTIN TX, 78754",10368,"BANKING","1986",12.979,24,"",NA,NA,NA,NA,"8013 CENTRE PARK DR
AUSTIN, TX 78754
(30.333639, -97.678238)","Public Empl CU","30.333639, -97.678238",30.333639,-97.678238
"1949",2017,"727226","4900 MUELLER BLVD, AUSTIN TX, 78723","Medical Center of Central Texas",526915,"AE CHILLED WATER LOOP","2007",NA,NA,"05/31/2017 12:00:00 AM",273.4,611376,NA,NA,"4900 MUELLER BLVD
AUSTIN, TX 78723
(30.302549, -97.704957)","Seton Medical Center - Austin","30.302549, -97.704957",30.302549,-97.704957
"1950",2017,"297836","7601 Dixie Drive, Austin, TX 78744","Palm",81173,"EDUCATIONAL FACILITY","1986",NA,NA,"04/10/2017 12:00:00 AM",42.9,81173,NA,NA,"7601 Dixie Drive
Austin, TX 78744
(30.164857, -97.744541)","LPB Energy","30.164857, -97.744541",30.164857,-97.744541
"1951",2017,"224833","4800 BURNET RD, AUSTIN TX, 78756","4800 BURNET RD, AUSTIN TX, 78756",10289,"RETAIL CENTER","2004",26.944,73.78,"",NA,NA,NA,NA,"4800 BURNET RD
AUSTIN, TX 78756
(30.318803, -97.739443)","DT Land Group","30.318803, -97.739443",30.318803,-97.739443
"1952",2017,"138418","3818 FAR WEST BLVD, AUSTIN TX, 78731","3818 Far West Blvd.",12373,"RETAIL CENTER","1985",NA,NA,"05/12/2017 12:00:00 AM",NA,12100,NA,NA,"3818 FAR WEST BLVD
AUSTIN, TX 78731
(30.356286, -97.759161)","Blue Ocean Energy","30.356286, -97.759161",30.356286,-97.759161
"1953",2017,"130362","5900 BALCONES DR, AUSTIN TX, 78731","5900 BALCONES DR, AUSTIN TX, 78731",15712,"OFFICE MED 10-35","1982",12.986,33.1,"",NA,NA,NA,NA,"5900 BALCONES DR
AUSTIN, TX 78731
(30.341357, -97.754536)","DT Land Group","30.341357, -97.754536",30.341357,-97.754536
"1954",2017,"251481","9041  RESEARCH BLVD, AUSTIN TX, 78758","9041  RESEARCH BLVD, AUSTIN TX, 78758",58132,"RETAIL CENTER","1985",23.135,50.9,"",NA,NA,NA,NA,"9041 RESEARCH BLVD
AUSTIN, TX 78758
(30.3742, -97.7258)","Byram Properties","30.3742, -97.7258",30.3742,-97.7258
"1955",2017,"312562","3800 WOODBURY DR, AUSTIN TX, 78704","3800 WOODBURY DR, AUSTIN TX, 78704",17750,"WAREHOUSE","1980",2.326,24.13,"",NA,NA,NA,NA,"3800 WOODBURY DR
AUSTIN, TX 78704
(30.224554, -97.759971)","Paleo Ventures, Ltd.","30.224554, -97.759971",30.224554,-97.759971
"1956",2017,"291830","3739 DROSSETT DR, AUSTIN TX, 78744","3739 DROSSETT DR, AUSTIN TX, 78744",65530,"INDUSTRIAL","1974",1.747,8.96,"",NA,NA,NA,NA,"3739 DROSSETT DR
AUSTIN, TX 78744
(30.211291, -97.731903)","Live Oak Gottesman","30.211291, -97.731903",30.211291,-97.731903
"1957",NA,"287383","520 WOODWARD ST, AUSTIN TX, 78704","PRKG - Parking Garage",575885,"DORMITORY\RETIREMENT FACILITY","1968",NA,NA,"05/22/2017 12:00:00 AM",NA,233987,NA,NA,"520 WOODWARD ST
AUSTIN, TX 78704
(30.22651, -97.753644)","St. Edward's University","30.22651, -97.753644",30.22651,-97.753644
"1958",2017,"377936","4515 SETON CENTER PKWY, AUSTIN TX, 78759","4515 SETON CENTER PKWY, AUSTIN TX, 78759",117828,"OFFICE LG > 35000 (W/sqft > 5)","1996",20.977,58.9,"",NA,NA,NA,NA,"4515 SETON CENTER PKWY
AUSTIN, TX 78759
(30.401425, -97.742443)","4516 SETON CENTER PARKWAY LP","30.401425, -97.742443",30.401425,-97.742443
"1959",2017,"130361","5912 BALCONES DR, AUSTIN TX, 78731","5912 BALCONES DR, AUSTIN TX, 78731",15698,"OFFICE MED 10-35","1982",17.746,80.07,"",NA,NA,NA,NA,"5912 BALCONES DR
AUSTIN, TX 78731
(30.341709, -97.754314)","TicketCity","30.341709, -97.754314",30.341709,-97.754314
"1960",2017,"319728","5601 Manchaca Road, Austin, TX 78745","5601 Manchaca Road, Austin, TX 78745",340119,"EDUCATIONAL FACILITY","1968",11.824,39.07,"",NA,NA,NA,NA,"5601 Manchaca Road
Austin, TX 78745
(30.215236, -97.797771)","AISD","30.215236, -97.797771",30.215236,-97.797771
"1961",2017,"527979","12365 RIATA TRACE PKWY, AUSTIN TX, 78727","Riata Corporate Park 9",189528,"OFFICE LG > 35000","1998",NA,NA,"05/31/2017 12:00:00 AM",115.2,98135,NA,NA,"12365 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.428454, -97.742044)","BRI 1868 Riata, LLC","30.428454, -97.742044",30.428454,-97.742044
"1962",2017,"715485","5701 W SLAUGHTER LN Austin TX 78749","5701 W SLAUGHTER LN Austin TX 78749",66332,"RECREATION","2013",37.152,87.18,"",NA,NA,NA,NA,"5701 W SLAUGHTER LN
Austin, TX 78749
(30.201062, -97.868485)","Whitestone REIT","30.201062, -97.868485",30.201062,-97.868485
"1963",2017,"R055493","8516 ANDERSON MILL RD, AUSTIN, TX  78729","8516 ANDERSON MILL RD, AUSTIN, TX  78729",21750,"OFFICE MED 10-35","2007",12.582,51.96,"",NA,NA,NA,NA,"8516 ANDERSON MILL RD
AUSTIN, TX 78729
(30.45599, -97.767578)","Dakota Plaza Baceline, LLC","30.45599, -97.767578",30.45599,-97.767578
"1964",2017,"222627","2803 Loyola Ln, Austin TX 78723","2803 Loyola Ln, Austin TX 78723",2520,"CITY OF AUSTIN",".",29.684,NA,"",NA,NA,NA,NA,"2803 Loyola Ln
Austin, TX 78723
(30.31435, -97.67334)","Signature Flight Support","30.31435, -97.67334",30.31435,-97.67334
"1965",2017,"227618","5320 BURNET RD, AUSTIN TX, 78756","5320 BURNET RD, AUSTIN TX, 78756",45061,"RETAIL CENTER","1958",22.102,54.24,"",NA,NA,NA,NA,"5320 BURNET RD
AUSTIN, TX 78756
(30.326608, -97.739735)","Burnet Crossing Ltd","30.326608, -97.739735",30.326608,-97.739735
"1966",2017,"750084","5925 DILLARD CIR, AUSTIN TX, 78752","5925 DILLARD CIR, AUSTIN TX, 78752",29920,"INDUSTRIAL","2008",3.31,23.13,"",NA,NA,NA,NA,"5925 DILLARD CIR
AUSTIN, TX 78752
(30.325756, -97.718102)","Mothers' Milk Bank at Austin","30.325756, -97.718102",30.325756,-97.718102
"1967",2017,"315605","4110 TERRY O LA, AUSTIN TX, 78745","509 E. Ben White Blvd",11100,"RESTAURANT\BAR","1963",NA,NA,"06/21/2017 12:00:00 AM",NA,11100,NA,NA,"4110 TERRY O LA
AUSTIN, TX 78745
(30.218446, -97.757358)","Blue Ocean Energy","30.218446, -97.757358",30.218446,-97.757358
"1968",2017,"783902","3714 BLUESTEIN DR, AUSTIN TX, 78721","3714 BLUESTEIN DR, AUSTIN TX, 78721",124390,"INDUSTRIAL","1996",5.182,29.58,"",NA,NA,NA,NA,"3714 BLUESTEIN DR
AUSTIN, TX 78721
(30.274419, -97.671694)","Live Oak","30.274419, -97.671694",30.274419,-97.671694
"1969",2017,"248715","8801 RESEARCH BLVD, AUSTIN TX, 78758","8801 RESEARCH BLVD, AUSTIN TX, 78758",124010,"RETAIL CENTER","1971",12.793,29.82,"",NA,NA,NA,NA,"8801 RESEARCH BLVD
AUSTIN, TX 78758
(30.368496, -97.71843)","GAMA","30.368496, -97.71843",30.368496,-97.71843
"1970",2017,"464262","6600 BURLESON RD, AUSTIN TX, 78744","6600 BURLESON RD, AUSTIN TX, 78744",14000,"WAREHOUSE","1979",5.303,27.3,"",NA,NA,NA,NA,"6600 BURLESON RD
AUSTIN, TX 78744
(30.203116, -97.711868)","Austin Granite Direct","30.203116, -97.711868",30.203116,-97.711868
"1971",2017,"563639","3003 BEE CAVES RD Austin TX 78746","3003 BEE CAVES RD Austin TX 78746",47005,"OFFICE LG > 35000 (W/sqft > 5)","1997",113.318,91.18,"",NA,NA,NA,NA,"3003 BEE CAVES RD
Austin, TX 78746
(30.271664, -97.795469)","Sandalwood Management, Inc.","30.271664, -97.795469",30.271664,-97.795469
"1972",2017,"214630","3908 Avenue B, Austin, TX 78751","3908 Avenue B, Austin, TX 78751",65868,"OFFICE (SMALL)","1925",19.539,78.57,"",NA,NA,NA,NA,"3908 Avenue
Austin, TX 78751
(30.3037, -97.73514)","AISD","30.3037, -97.73514",30.3037,-97.73514
"1973",2017,"251468","8640 SHOAL CREEK BLVD, AUSTIN TX, 78757","8640 SHOAL CREEK BLVD, AUSTIN TX, 78757",19325,"WAREHOUSE","1984",8.762,68.89,"",NA,NA,NA,NA,"8640 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.372865, -97.736864)","Pro-Ed, Inc.","30.372865, -97.736864",30.372865,-97.736864
"1974",2017,"310966","3800 S CONGRESS AVE Austin TX 78704","3800 S CONGRESS AVE Austin TX 78704",25286,"WAREHOUSE","1970",3.386,20.32,"",NA,NA,NA,NA,"3800 S CONGRESS AVE
Austin, TX 78704
(30.225723, -97.762362)","Family Sports Inc.","30.225723, -97.762362",30.225723,-97.762362
"1975",2017,"296215, 296216","4800 SHAW LA, AUSTIN TX, 78744","4800 SHAW LA, AUSTIN TX, 78744",110980,"OFFICE LG > 35000",".",10.888,85.27,"",NA,NA,NA,NA,"4800 SHAW LA
AUSTIN, TX 78744
(30.185961, -97.705235)","Austin Energy","30.185961, -97.705235",30.185961,-97.705235
"1976",2017,"548248","10925 STONELAKE BLVD Austin TX 78759","77 Austin TX HWS",71823,"MOTEL\HOTEL","1996",NA,NA,"04/28/2017 12:00:00 AM",56.7,71805,NA,NA,"10925 STONELAKE BLVD
Austin, TX 78759
(30.398598, -97.733414)","The Eric Ryan Corporation","30.398598, -97.733414",30.398598,-97.733414
"1977",2017,"189897","3222 E 5 ST, AUSTIN TX, 78702","3412 E. 4th St.",31137,"MINI WAREHOUSE","1972",NA,NA,"05/05/2017 12:00:00 AM",NA,13750,NA,NA,"3222 E 5 ST
AUSTIN, TX 78702
(30.254959, -97.706314)","Blue Ocean Energy","30.254959, -97.706314",30.254959,-97.706314
"1978",2017,"505606","915 W HOWARD LA, AUSTIN TX, 78753","915 W HOWARD LA, AUSTIN TX, 78753",19100,"WAREHOUSE (W/sqft > 5)","1996",18.172,86.03,"",NA,NA,NA,NA,"915 W HOWARD LA
AUSTIN, TX 78753
(30.421912, -97.6663)","Phasset USA Inc.","30.421912, -97.6663",30.421912,-97.6663
"1979",2017,"236462, 236463, 236464","705 W ANDERSON LA, AUSTIN TX, 78757","705 W ANDERSON LA, AUSTIN TX, 78757",205810,"INDUSTRIAL","1982",9.211,NA,"",NA,NA,NA,NA,"705 W ANDERSON LA
AUSTIN, TX 78757
(30.346515, -97.711468)","Austin Center","30.346515, -97.711468",30.346515,-97.711468
"1980",2017,"249730","3025 Crosscreek Drive, Austin, TX 78757","3025 Crosscreek Drive, Austin, TX 78757",64999,"EDUCATIONAL FACILITY","1969",13.426,84.11,"",NA,NA,NA,NA,"3025 Crosscreek Drive
Austin, TX 78757
(30.369642, -97.733164)","AISD","30.369642, -97.733164",30.369642,-97.733164
"1981",2017,"509362","2559 WESTERN TRAILS BLVD, AUSTIN TX, 78745","2559 WESTERN TRAILS BLVD, AUSTIN TX, 78745",13088,"MEDICAL FACILITY","2005",9.451,62.26,"",NA,NA,NA,NA,"2559 WESTERN TRAILS BLVD
AUSTIN, TX 78745
(30.229414, -97.799033)","William Tse's Realty Corporation","30.229414, -97.799033",30.229414,-97.799033
"1982",2017,"503547","4212 W BRAKER LA, AUSTIN TX, 78759","4212 W BRAKER LA, AUSTIN TX, 78759",25706,"RECREATION","2004",28.789,58.33,"",NA,NA,NA,NA,"4212 W BRAKER LA
AUSTIN, TX 78759
(30.399574, -97.740382)","Pure Austin Fitness","30.399574, -97.740382",30.399574,-97.740382
"1983",2017,"371590","6006 E BEN WHITE BLVD, AUSTIN TX, 78741","6006 E BEN WHITE BLVD, AUSTIN TX, 78741",41200,"INDUSTRIAL","2001",6.464,40.21,"",NA,NA,NA,NA,"6006 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.213173, -97.715421)","Kennedy Wilson","30.213173, -97.715421",30.213173,-97.715421
"1984",NA,"153585","9020 N CAPITAL OF TEXAS HWY, AUSTIN TX, 78759","9020 Capital of TX Bldg 2",120828,"OFFICE LG > 35000","1985",NA,NA,"05/19/2017 12:00:00 AM",42.5,58086,NA,NA,"9020 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.388237, -97.756278)","Blue Ocean Energy","30.388237, -97.756278",30.388237,-97.756278
